@BUSINESSVALUE,@DATEVALIDATED,@GID,@WHENCREATED,@TYPE,@GROUP,@CWTOTALCOMMENT,@ALTFRAMEWORXMETRICID,@MATURITY,@EGID,@SORTID,@UNITS,@NAME,@CWAVERAGERATING,@EXPORTFLAG,@TEMPLATE,@ENTRYDATE,@VALIDATED,@DESCRIPTION,@CATEGORY1,@WHENUPDATED,@CATEGORY2,@BUSINESSVALUE_MLT,@BUSINESSOBJECTS,@UNIQUEIDENTIFIER,@TXTFORMULA,@CATEGORY3,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,1899-12-30T00:00:00,14,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Jitter,539bcd16309111e880d4000d3a02ed0d,,1768,,1768,0.0,0,0,2016-03-21T00:00:00,0,variance in packet delay,Speed,2021-07-28T20:46:32,Virtual Network,,,321cfca441a711e880d5000d3a02ed0d,,Operation,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,15,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Delivered throughput,539bcd16309111e880d4000d3a02ed0d,,1769,,1769,0.0,0,0,2016-03-21T00:00:00,0,"derived metric from the offered load input parameter and other packet transfer performance metrics (loss, delay) measured at that load to characterize the actual capacity of communications between a VNF's VNFCs",Speed,2021-07-28T20:46:32,Virtual Network,,,321cfca541a711e880d5000d3a02ed0d,,Operation,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,16,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Packet loss ratio,539bcd16309111e880d4000d3a02ed0d,,1770,,1770,0.0,0,0,2016-03-21T00:00:00,0,rate of packets that are either never delivered to the destination or delivered to the destination after the VNF's maximum acceptable packet delay,Accuracy,2021-07-28T20:46:32,Virtual Network,,,321cfca641a711e880d5000d3a02ed0d,,Operation,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,17,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Network outage,539bcd16309111e880d4000d3a02ed0d,,1771,,1771,0.0,0,0,2016-03-21T00:00:00,0,"characterizes virtual network impairments that persist for longer than the VNF's maximum acceptable network transient time defined by the metric input parameters, or as an aspect of the SLA",Reliability,2021-07-28T20:46:32,Virtual Network,,,321cfca741a711e880d5000d3a02ed0d,,Operation,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,18,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Latency,539bcd16309111e880d4000d3a02ed0d,,1772,,1772,0.0,0,0,2016-03-21T00:00:00,0,characterizes the service latency of individual TCaaS operations or transactions,Speed,2021-07-28T20:46:32,Technology Component as a Service,,,321cfca841a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,19,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Reliability,539bcd16309111e880d4000d3a02ed0d,,1773,,1773,0.0,0,0,2016-03-21T00:00:00,0,portion of TCaaS operations or transactions that are correctly processed within the maximum acceptable TCaaS service latency,Reliability,2021-07-28T20:46:32,Technology Component as a Service,,,321cfca941a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,20,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c1831309111e880d4000d3a02ed0d,0.0,Outage,539bcd16309111e880d4000d3a02ed0d,,1774,,1774,0.0,0,0,2016-03-21T00:00:00,0,events when the TCaaS is unavailable to the VNF for longer than the maximum acceptable technology component transient time,Reliability,2021-07-28T20:46:32,Technology Component as a Service,,,321cfcaa41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
"Problem reports may have a negative impact on the organization (such as rework), on the customer (such as
scheduling repeat site visits) and may jeopardize or affect the customer's business operations. Problem reports contribute to loss of end-user loya",1899-12-30T00:00:00,100,2018-04-16T18:51:50,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,# Problem Reports,539bcdd3309111e880d4000d3a02ed0d,NPR,1775,"depends, 2 variants (4 instances of 1 variant, 1 instance of the other variant)",1775,0.0,0,0,2016-03-21T00:00:00,0,"This measurement is used to evaluate the number of customer-originated problem reports related to the product and its associated processes during its General Availability (GA) and Retirement Phases.
[gd] default reporting: monthly frequency, annual duration (last 12 months); could be defined in many dimensions (regions, groups of services, groups of customers, ...) and different timeframes;
already exists in GB988 ? TID #116, as number, not as ratio (nb. pb. reports per year per NE)",Customer Experience,2021-07-28T20:46:33,Customer Management,"Problem reports may have a negative impact on the organization (such as rework), on the customer (such as
scheduling repeat site visits) and may jeopardize or affect the customer's business operations. Problem reports contribute to loss of end-user loyalty and customer satisfaction. This measurement is intended to stimulate continuous improvements resulting in a reduction of the number of problem reports, associated costs and potential revenue losses.",,3814453c41a711e880d5000d3a02ed0d,"depends, 2 variants (4 instances of 1 variant, 1 instance of the other variant)",Quality,DFREED,DFREED,DFREED
see NPR,1899-12-30T00:00:00,101,2018-04-16T18:51:50,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Critical problem reports per NU per year,539bcdd3309111e880d4000d3a02ed0d,NPR1,1776,Number of Problem Reports per Time Unit per NU [e.g. nb. pb. reports per year per NE],1776,0.0,0,0,2016-03-21T00:00:00,0,Critical problem reports per NU per year,,2021-07-28T20:46:33,,see NPR,,3814453d41a711e880d5000d3a02ed0d,Np1 x Afactor / NPRs,,DFREED,DFREED,DFREED
see NPR,1899-12-30T00:00:00,102,2018-04-16T18:51:50,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Major problem reports per NU per year,539bcdd3309111e880d4000d3a02ed0d,NPR2,1777,Number of Problem Reports per Time Unit per NU [e.g. nb. pb. reports per year per NE],1777,0.0,0,0,2016-03-21T00:00:00,0,Major problem reports per NU per year,,2021-07-28T20:46:33,,see NPR,,3814453e41a711e880d5000d3a02ed0d,Np2 x Afactor / NPRs,,DFREED,DFREED,DFREED
see NPR,1899-12-30T00:00:00,103,2018-04-16T18:51:50,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Minor problem reports per NU per year,539bcdd3309111e880d4000d3a02ed0d,NPR3,1778,Number of Problem Reports per Time Unit per NU [e.g. nb. pb. reports per year per NE],1778,0.0,0,0,2016-03-21T00:00:00,0,Minor problem reports per NU per year,,2021-07-28T20:46:33,,see NPR,,3814453f41a711e880d5000d3a02ed0d,Np3 x Afactor / NPRs,,DFREED,DFREED,DFREED
needed for NPR,1899-12-30T00:00:00,111,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of problem reports in the month,539bcdd3309111e880d4000d3a02ed0d,Np4,1786,Number,1786,0.0,0,0,2016-03-21T00:00:00,0,Number of problem reports in the month,,2021-07-28T20:46:33,,needed for NPR,,3814454041a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for NPR,1899-12-30T00:00:00,107,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Normalization factor,539bcdd3309111e880d4000d3a02ed0d,NPRs,1782,Number,1782,0.0,0,0,2016-03-21T00:00:00,0,"Normalization factor; the total Normalization Unit
(NU) count at the end of the month (e.g., nb. NEs in the scope of the Metric)",,2021-07-28T20:46:33,,needed for NPR,,3814454241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see NPR,1899-12-30T00:00:00,104,2018-04-16T18:51:50,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Problem reports per NU for category 7,539bcdd3309111e880d4000d3a02ed0d,NPR4_cat07,1779,Number of Problem Reports per NU,1779,0.0,0,0,2016-03-21T00:00:00,0,"Problem reports per NU (for Service Products, e.g. per transaction); not annualized",,2021-07-28T20:46:33,,see NPR,,3814454441a711e880d5000d3a02ed0d,Number of problem reports in the month / Normalization factor,,DFREED,DFREED,DFREED
see NPR,1899-12-30T00:00:00,105,2018-04-16T18:51:50,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Problem reports per NU per year for category 8,539bcdd3309111e880d4000d3a02ed0d,NPR4_cat08,1780,Number of Problem Reports per Time Unit per NU [e.g. nb. pb. reports per year per NE],1780,0.0,0,0,2016-03-21T00:00:00,0,Problem reports per NU per year,,2021-07-28T20:46:33,,see NPR,,3814454541a711e880d5000d3a02ed0d,Np4 x Afactor / NPRs,,DFREED,DFREED,DFREED
needed for NPR,1899-12-30T00:00:00,106,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of calculation periods in a year,539bcdd3309111e880d4000d3a02ed0d,Afactor,1781,Number,1781,0.0,0,0,2016-03-21T00:00:00,0,"Number of calculation periods in a year (e.g., 12 = nb. months in a year)",,2021-07-28T20:46:33,,needed for NPR,,3814454641a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for NPR,1899-12-30T00:00:00,108,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of critical problem reports in the month,539bcd16309111e880d4000d3a02ed0d,Np1,1783,Number,1783,0.0,0,0,2016-03-21T00:00:00,0,Number of critical problem reports in the month,,2021-07-28T20:46:33,,needed for NPR,,3814454741a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for NPR,1899-12-30T00:00:00,109,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of major problem reports in the month,539bcd16309111e880d4000d3a02ed0d,Np2,1784,Number,1784,0.0,0,0,2016-03-21T00:00:00,0,Number of major problem reports in the month,,2021-07-28T20:46:33,,needed for NPR,,3814454841a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for NPR,1899-12-30T00:00:00,110,2018-04-16T18:51:50,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of minor problem reports in the month,539bcd16309111e880d4000d3a02ed0d,Np3,1785,Number,1785,0.0,0,0,2016-03-21T00:00:00,0,Number of minor problem reports in the month,,2021-07-28T20:46:33,,needed for NPR,,3814454941a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
This measurement is used to quantify the responsiveness to customer-originated problem reports and to facilitate prompt fixes and closures of these problem reports. This measurement does not reflect responsiveness to service or operation restoration requ,1899-12-30T00:00:00,200,2018-04-16T18:51:51,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Fix Response Time,539bcdd3309111e880d4000d3a02ed0d,FRT,1787,% problem reports closed on time,1787,0.0,0,0,2016-03-21T00:00:00,0,"""Problem Report Fix Response Time (FRT) measures the organization’s overall responsiveness to customer-originated problem reports."";
[gd] percentage of problem reports closed on time versus problem reports due to be closed; ""on-time"" is defined per SLA or other contracts; categories: Major, Minor, all; no Critical category;",Customer Experience,2021-07-28T20:46:33,Customer Management,This measurement is used to quantify the responsiveness to customer-originated problem reports and to facilitate prompt fixes and closures of these problem reports. This measurement does not reflect responsiveness to service or operation restoration requests for reported incidents.,,3814454a41a711e880d5000d3a02ed0d,ratio (as percentage) of nb. problem reports closed on time to nb. problem reports due to be closed,Quality,DFREED,DFREED,DFREED
needed for FRT,1899-12-30T00:00:00,204,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of major problem reports closed on time,539bcdd3309111e880d4000d3a02ed0d,Fr2c,1791,Number,1791,0.0,0,0,2016-03-21T00:00:00,0,Number of major problem reports closed on time,,2021-07-28T20:46:33,,needed for FRT,,3814454b41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for FRT,1899-12-30T00:00:00,205,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of major problem reports due to be closed,539bcdd3309111e880d4000d3a02ed0d,Fr2d,1792,Number,1792,0.0,0,0,2016-03-21T00:00:00,0,Number of major problem reports due to be closed,,2021-07-28T20:46:33,,needed for FRT,,3814454d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see FRT,1899-12-30T00:00:00,201,2018-04-16T18:51:51,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Major problem report fix response time (% on-time resolution),539bcdd3309111e880d4000d3a02ed0d,FRT2,1788,% problem reports closed on time,1788,0.0,0,0,2016-03-21T00:00:00,0,Major problem report fix response time (% on-time resolution),,2021-07-28T20:46:33,,see FRT,,3814454f41a711e880d5000d3a02ed0d,Number of major problem reports closed on time / Number of major problem reports due to be closed,,DFREED,DFREED,DFREED
needed for FRT,1899-12-30T00:00:00,206,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of minor problem reports closed on time,539bcdd3309111e880d4000d3a02ed0d,Fr3c,1793,Number,1793,0.0,0,0,2016-03-21T00:00:00,0,Number of minor problem reports closed on time,,2021-07-28T20:46:33,,needed for FRT,,3814455041a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for FRT,1899-12-30T00:00:00,207,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of minor problem reports due to be closed,539bcdd3309111e880d4000d3a02ed0d,Fr3d,1794,Number,1794,0.0,0,0,2016-03-21T00:00:00,0,Number of minor problem reports due to be closed,,2021-07-28T20:46:34,,needed for FRT,,3814455241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see FRT,1899-12-30T00:00:00,202,2018-04-16T18:51:51,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Minor problem report fix response time (% on-time resolution),539bcdd3309111e880d4000d3a02ed0d,FRT3,1789,% problem reports closed on time,1789,0.0,0,0,2016-03-21T00:00:00,0,Minor problem report fix response time (% on-time resolution),,2021-07-28T20:46:33,,see FRT,,3814455441a711e880d5000d3a02ed0d,Number of minor problem reports closed on time / Number of minor problem reports due to be closed,,DFREED,DFREED,DFREED
needed for FRT,1899-12-30T00:00:00,208,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of problem reports closed on time,539bcdd3309111e880d4000d3a02ed0d,Fr4c,1795,Number,1795,0.0,0,0,2016-03-21T00:00:00,0,Number of problem reports closed on time,,2021-07-28T20:46:34,,needed for FRT,,3814455541a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for FRT,1899-12-30T00:00:00,209,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of problem reports due to be closed,539bcdd3309111e880d4000d3a02ed0d,Fr4d,1796,Number,1796,0.0,0,0,2016-03-21T00:00:00,0,Number of problem reports due to be closed,,2021-07-28T20:46:34,,needed for FRT,,3814455741a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see FRT,1899-12-30T00:00:00,203,2018-04-16T18:51:51,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Problem report fix response time (% on-time resolution),539bcdd3309111e880d4000d3a02ed0d,FRT4,1790,% problem reports closed on time,1790,0.0,0,0,2016-03-21T00:00:00,0,Problem report fix response time (% on-time resolution),,2021-07-28T20:46:33,,see FRT,,3814455941a711e880d5000d3a02ed0d,Number of problem reports closed on time / Number of problem reports due to be closed,,DFREED,DFREED,DFREED
This measurement is used to quantify the responsiveness to overdue customer-originated problem reports.,1899-12-30T00:00:00,300,2018-04-16T18:51:51,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Overdue Problem Fix Responsiveness,539bcdd3309111e880d4000d3a02ed0d,OFR,1797,% closed overdue problem reports,1797,0.0,0,0,2016-03-21T00:00:00,0,"""Overdue Problem Report Fix Responsiveness (OFR) measures the responsiveness to customer-originated problem reports that are not fixed on time according to the counting rules for the Fix Response Time (FRT) measurement.""
[gd] percentage of closed overdue problems versus overdue problems;",Customer Experience,2021-07-28T20:46:34,Customer Management,This measurement is used to quantify the responsiveness to overdue customer-originated problem reports.,,3814455a41a711e880d5000d3a02ed0d,ratio (as percentage) of nb. closed overdue problem reports to nb. overdue problem reports,Quality,DFREED,DFREED,DFREED
needed for OFR,1899-12-30T00:00:00,304,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of overdue major problem reports closed,539bcdd3309111e880d4000d3a02ed0d,Of2c,1801,Number,1801,0.0,0,0,2016-03-21T00:00:00,0,Number of overdue major problem reports closed,,2021-07-28T20:46:34,,needed for OFR,,3814455b41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for OFR,1899-12-30T00:00:00,305,2018-04-16T18:51:51,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of overdue major problem reports,539bcdd3309111e880d4000d3a02ed0d,Of2d,1802,Number,1802,0.0,0,0,2016-03-21T00:00:00,0,Number of overdue major problem reports,,2021-07-28T20:46:34,,needed for OFR,,3814455d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see OFR,1899-12-30T00:00:00,301,2018-04-16T18:51:52,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Major overdue problem report fix responsiveness (% resolution),539bcdd3309111e880d4000d3a02ed0d,OFR2,1798,% closed overdue problem reports,1798,0.0,0,0,2016-03-21T00:00:00,0,Major overdue problem report fix responsiveness (% resolution); 100 * (Of2c / Of2d),,2021-07-28T20:46:34,,see OFR,,3814455f41a711e880d5000d3a02ed0d,Number of overdue major problem reports closed / Number of overdue major problem reports,,DFREED,DFREED,DFREED
needed for OFR,1899-12-30T00:00:00,306,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of overdue minor problem reports closed,539bcdd3309111e880d4000d3a02ed0d,Of3c,1803,Number,1803,0.0,0,0,2016-03-21T00:00:00,0,Number of overdue minor problem reports closed,,2021-07-28T20:46:34,,needed for OFR,,3814456041a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for OFR,1899-12-30T00:00:00,307,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of overdue minor problem reports,539bcdd3309111e880d4000d3a02ed0d,Of3d,1804,Number,1804,0.0,0,0,2016-03-21T00:00:00,0,Number of overdue minor problem reports,,2021-07-28T20:46:34,,needed for OFR,,3814456241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see OFR,1899-12-30T00:00:00,302,2018-04-16T18:51:52,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Minor overdue problem report fix responsiveness (% resolution),539bcdd3309111e880d4000d3a02ed0d,OFR3,1799,% closed overdue problem reports,1799,0.0,0,0,2016-03-21T00:00:00,0,Minor overdue problem report fix responsiveness (% resolution); 100 * (Of3c / Of3d),,2021-07-28T20:46:34,,see OFR,,3814456441a711e880d5000d3a02ed0d,Number of overdue minor problem reports closed / Number of overdue minor problem reports,,DFREED,DFREED,DFREED
needed for OFR,1899-12-30T00:00:00,308,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of overdue problem reports closed,539bcdd3309111e880d4000d3a02ed0d,Of4c,1805,Number,1805,0.0,0,0,2016-03-21T00:00:00,0,Number of overdue problem reports closed,,2021-07-28T20:46:34,,needed for OFR,,3814456541a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for OFR,1899-12-30T00:00:00,309,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of overdue problem reports,539bcdd3309111e880d4000d3a02ed0d,Of4d,1806,Number,1806,0.0,0,0,2016-03-21T00:00:00,0,Number of overdue problem reports,,2021-07-28T20:46:34,,needed for OFR,,3814456741a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see OFR,1899-12-30T00:00:00,303,2018-04-16T18:51:52,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Overdue problem report fix responsiveness (% resolution),539bcdd3309111e880d4000d3a02ed0d,OFR4,1800,% closed overdue problem reports,1800,0.0,0,0,2016-03-21T00:00:00,0,Overdue problem report fix responsiveness (% resolution); 100 * (Of4c / Of4d),,2021-07-28T20:46:34,,see OFR,,3814456941a711e880d5000d3a02ed0d,Number of overdue problem reports closed / Number of overdue problem reports,,DFREED,DFREED,DFREED
"This measurement is used to evaluate the organization’s on-time delivery performance to meet the customer’s need for timely product delivery and to meet end-customer expectations. 
Organizations should be able to measure their capability to deliver orde",1899-12-30T00:00:00,400,2018-04-16T18:51:52,94e8408531e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,On Time Delivery,539bcdd3309111e880d4000d3a02ed0d,OTD,1807,% requests (items or services) delivered on time (based on CRD or SPD),1807,0.0,0,0,2016-03-21T00:00:00,0,"""On-Time Delivery (OTD) measures timeliness of delivery of products to customers.""
[gd] percentage of items or orders delivered on-time versus number of items or orders;",Customer Experience,2021-07-28T20:46:34,Customer Management,"This measurement is used to evaluate the organization’s on-time delivery performance to meet the customer’s need for timely product delivery and to meet end-customer expectations. 
Organizations should be able to measure their capability to deliver orders on the Customer-Requested Date (CRD) in a timely and effective way.
Additionally, organizations should be able to deliver to their Supplier-Promised Date (SPD). Ability to consistently meet the SPD allows the customer to effectively plan based on expected delivery dates.",,3814456a41a711e880d5000d3a02ed0d,ratio (as percentage) of nb. requested items or services delivered on time with respect to a date (requested or promised),Quality,DFREED,DFREED,DFREED
needed for OTD,1899-12-30T00:00:00,404,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of line items accepted on the CRD (Customer-Requested Date) during the month,539bcdd3309111e880d4000d3a02ed0d,DIa,1811,Number,1811,0.0,0,0,2016-03-21T00:00:00,0,Number of line items accepted on the CRD (Customer-Requested Date) during the month,,2021-07-28T20:46:34,,needed for OTD,,3814456b41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for OTD,1899-12-30T00:00:00,405,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of line items for which the CRD (Customer-Requested Date) occurred during the month,539bcdd3309111e880d4000d3a02ed0d,DId,1812,Number,1812,0.0,0,0,2016-03-21T00:00:00,0,Number of line items for which the CRD (Customer-Requested Date) occurred during the month,,2021-07-28T20:46:35,,needed for OTD,,3814456d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see OTD,1899-12-30T00:00:00,401,2018-04-16T18:51:52,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,On-time item delivery,539bcdd3309111e880d4000d3a02ed0d,OTI,1808,% items delivered on time (based on CRD),1808,0.0,0,0,2016-03-21T00:00:00,0,On-time item delivery; 100 x (DIa / DId),,2021-07-28T20:46:34,,see OTD,,3814456f41a711e880d5000d3a02ed0d,Number of line items accepted on the CRD (Customer-Requested Date) during the month / Number of line items for which the CRD (Customer-Requested Date) occurred during the month,,DFREED,DFREED,DFREED
needed for OTD,1899-12-30T00:00:00,406,2018-04-16T18:51:52,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of line items accepted on the SPD (Supplier-Promised Date) during the month,539bcdd3309111e880d4000d3a02ed0d,DIPa,1813,Number,1813,0.0,0,0,2016-03-21T00:00:00,0,Number of line items accepted on the SPD (Supplier-Promised Date) during the month,,2021-07-28T20:46:35,,needed for OTD,,3814457041a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for OTD,1899-12-30T00:00:00,407,2018-04-16T18:51:53,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of line items for which the SPD (Supplier-Promised Date) occurred during the month,539bcdd3309111e880d4000d3a02ed0d,DIPd,1814,Number,1814,0.0,0,0,2016-03-21T00:00:00,0,Number of line items for which the SPD (Supplier-Promised Date) occurred during the month,,2021-07-28T20:46:35,,needed for OTD,,3814457241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see OTD,1899-12-30T00:00:00,402,2018-04-16T18:51:53,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,On-time item delivery to supplier promised date,539bcdd3309111e880d4000d3a02ed0d,OTIP,1809,% items delivered on time (based on SPD),1809,0.0,0,0,2016-03-21T00:00:00,0,On-time item delivery to supplier promised date; 100 x (DIPa / DIPd),,2021-07-28T20:46:34,,see OTD,,3814457441a711e880d5000d3a02ed0d,Number of line items accepted on the SPD (Supplier-Promised Date) during the month / Number of line items for which the SPD (Supplier-Promised Date) occurred during the month,,DFREED,DFREED,DFREED
needed for OTD,1899-12-30T00:00:00,408,2018-04-16T18:51:53,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of service orders accepted on the CRD (Customer-Requested Date) during the month,539bcdd3309111e880d4000d3a02ed0d,DVa,1815,Number,1815,0.0,0,0,2016-03-21T00:00:00,0,Number of service orders accepted on the CRD (Customer-Requested Date) during the month,,2021-07-28T20:46:35,,needed for OTD,,3814457541a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
needed for OTD,1899-12-30T00:00:00,409,2018-04-16T18:51:53,94e8408331e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,Number of service orders for which the CRD (Customer-Requested Date) occurred during the month,539bcdd3309111e880d4000d3a02ed0d,DVd,1816,Number,1816,0.0,0,0,2016-03-21T00:00:00,0,Number of service orders for which the CRD (Customer-Requested Date) occurred during the month,,2021-07-28T20:46:35,,needed for OTD,,3814457741a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
see OTD,1899-12-30T00:00:00,403,2018-04-16T18:51:53,94e8407f31e511e880d4000d3a02ed0d,658c184d309111e880d4000d3a02ed0d,0.0,On-time service delivery,539bcdd3309111e880d4000d3a02ed0d,OTS,1810,% services delivered on time (based on CRD),1810,0.0,0,0,2016-03-21T00:00:00,0,On-time service delivery; 100 x (DVa / DVd),,2021-07-28T20:46:34,,see OTD,,3814457941a711e880d5000d3a02ed0d,Number of service orders accepted on the CRD (Customer-Requested Date) during the month / Number of service orders for which the CRD (Customer-Requested Date) occurred during the month,,DFREED,DFREED,DFREED
